"","gene","Freq"
"1386","AMPD1",3
"1387","AMPD2",3
"1388","AMPD3",3
"1389","AMPH",3
"1398","ANAPC13",3
"1400","ANAPC5",3
"1402","ANGEL1",3
"1403","ANGEL2",3
"1404","ANGPT1",3
"1405","ANGPT2",3
"1406","ANGPTL2",3
"1407","ANGPTL7",3
"1408","ANK1",3
"1409","ANK2",3
"1410","ANK3",3
"1412","ANKLE2",3
"1413","ANKMY2",3
"1414","ANKRD1",3
"1415","ANKRD11",3
"1416","ANKRD12",3
"1417","ANKRD17",3
"1419","ANKRD26",3
"1420","ANKRD28",3
"1421","ANKRD34C",3
"1427","ANKRD46",3
"1428","ANKRD6",3
"1430","ANKRD7",3
"1432","ANKS1A",3
"1433","ANKS1B",3
"1434","ANO3",3
"1435","ANOS1",3
"1437","ANP32A",3
"1438","ANP32B",3
"1440","ANP32E",3
"1441","ANPEP",3
"1442","ANXA1",3
"1443","ANXA10",3
"1444","ANXA11",3
"1445","ANXA13",3
"1446","ANXA2",3
"1448","ANXA3",3
"1449","ANXA4",3
"1450","ANXA5",3
"1451","ANXA6",3
"1452","ANXA7",3
"1455","ANXA9",3
"1456","AOAH",3
"1457","AOC1",3
"1458","AOC2",3
"1459","AOC3",3
"1462","AOX1",3
"1536","AP1B1",3
"1537","AP1G1",3
"1539","AP1S1",3
"1540","AP1S2",3
"1541","AP2A2",3
"1542","AP2B1",3
"1543","AP2M1",3
"1544","AP2S1",3
"1545","AP3B1",3
"1546","AP3B2",3
"1547","AP3D1",3
"1548","AP3M2",3
"1551","AP4E1",3
"1552","AP4M1",3
"1553","AP4S1",3
"1554","APBA1",3
"1555","APBA2",3
"1556","APBA3",3
"1557","APBB1",3
"1558","APBB2",3
"1559","APBB3",3
"1560","APC",3
"1561","APC2",3
"1562","APCS",3
"1563","APEX1",3
"1564","APEX2",3
"1565","API5",3
"1566","APLNR",3
"1567","APLP1",3
"1568","APLP2",3
"1571","APOB",3
"1572","APOBEC1",3
"1573","APOBEC3A",3
"1579","APOBEC3G",3
"1583","APOC3",3
"1586","APOD",3
"1587","APOE",3
"1588","APOF",3
"1589","APOH",3
"1590","APOL1",3
"1591","APOM",3
"1592","APOOL",3
"1593","APP",3
"1594","APPBP2",3
"1595","APRT",3
"1596","APTX",3
"1597","AQP1",3
"1599","AQP3",3
"1600","AQP4",3
"1601","AQP5",3
"1602","AQP6",3
"1608","AQP8",3
"1609","AQP9",3
"1610","AQR",3
"1611","AR",3
"1612","ARAF",3
"1615","ARAP2",3
"1616","ARC",3
"1617","ARCN1",3
"1618","AREG",3
"1619","AREL1",3
"1620","ARF1",3
"1621","ARF3",3
"1622","ARF4",3
"1624","ARF6",3
"1625","ARFGAP2",3
"1626","ARFGAP3",3
"1627","ARFGEF1",3
"1628","ARFGEF2",3
"1629","ARFIP1",3
"1630","ARFIP2",3
"1631","ARFRP1",3
"1632","ARG1",3
"1634","ARHGAP1",3
"1635","ARHGAP11A",3
"1636","ARHGAP12",3
"1637","ARHGAP19",3
"1638","ARHGAP22",3
"1639","ARHGAP25",3
"1640","ARHGAP26",3
"1642","ARHGAP29",3
"1643","ARHGAP32",3
"1644","ARHGAP33",3
"1645","ARHGAP35",3
"1646","ARHGAP4",3
"1647","ARHGAP44",3
"1650","ARHGAP6",3
"1652","ARHGDIA",3
"1653","ARHGDIB",3
"1654","ARHGEF1",3
"1655","ARHGEF10",3
"1656","ARHGEF11",3
"1657","ARHGEF12",3
"1658","ARHGEF15",3
"1659","ARHGEF16",3
"1660","ARHGEF17",3
"1661","ARHGEF18",3
"1662","ARHGEF2",3
"1663","ARHGEF4",3
"1664","ARHGEF5",3
"1665","ARHGEF6",3
"1666","ARHGEF7",3
"1667","ARHGEF9",3
"1668","ARID1A",3
"1669","ARID3A",3
"1670","ARID4A",3
"1671","ARID4B",3
"1672","ARID5A",3
"1673","ARID5B",3
"1674","ARIH1",3
"1675","ARIH2",3
"1676","ARL1",3
"1680","ARL3",3
"1684","ARL4C",3
"1685","ARL4D",3
"1686","ARL6IP1",3
"1687","ARL6IP5",3
"1688","ARL8B",3
"1689","ARMC6",3
"1690","ARMC8",3
"1691","ARMCX2",3
"1695","ARNT",3
"1696","ARNT2",3
"1697","ARNTL",3
"1700","ARPC2",3
"1703","ARPC4",3
"1705","ARPC5",3
"1707","ARPP19",3
"1708","ARR3",3
"1709","ARRB2",3
"1710","ARSA",3
"1711","ARSB",3
"1712","ARSD",3
"1718","ART1",3
"1719","ART3",3
"1720","ART4",3
"1721","ARTN",3
"1722","ARVCF",3
"1723","ASAH1",3
"1725","ASB1",3
"1726","ASB4",3
"1727","ASB9",3
"1728","ASCC2",3
"1729","ASCC3",3
"1730","ASCL1",3
"1731","ASCL2",3
"1732","ASF1A",3
"1733","ASGR1",3
"1734","ASGR2",3
"1735","ASH2L",3
"1736","ASIC1",3
"1737","ASIC2",3
"1738","ASIC3",3
"1739","ASIP",3
"1741","ASMT",3
"1742","ASMTL",3
"1745","ASPA",3
"1746","ASPH",3
"1748","ASRGL1",3
"1755","ASTN1",3
"1756","ASTN2",3
"1757","ASXL1",3
"1758","ASXL3",3
"1759","ATAD2B",3
"1760","ATF1",3
"1761","ATF2",3
"1762","ATF3",3
"1767","ATF5",3
"1768","ATF6",3
"1769","ATF6B",3
"1773","ATG12",3
"1774","ATG13",3
"1775","ATG14",3
"1776","ATG2A",3
"1777","ATG4A",3
"1778","ATG4B",3
"1779","ATG5",3
"1780","ATG7",3
"1783","ATIC",3
"1784","ATM",3
"1785","ATMIN",3
"1786","ATN1",3
"1787","ATOX1",3
"1788","ATP10A",3
"1789","ATP10B",3
"1790","ATP10D",3
"1791","ATP11A",3
"1793","ATP12A",3
"1794","ATP13A3",3
"1795","ATP1A1",3
"1796","ATP1A2",3
"1798","ATP1B1",3
"1799","ATP1B2",3
"1800","ATP1B3",3
"1801","ATP2A1",3
"1802","ATP2A2",3
"1803","ATP2A3",3
"1804","ATP2B1",3
"1805","ATP2B2",3
"1806","ATP2B3",3
"1807","ATP2B4",3
"1808","ATP2C1",3
"1809","ATP2C2",3
"1810","ATP4A",3
"1811","ATP4B",3
"1835","ATP6AP1",3
"1836","ATP6AP2",3
"1837","ATP6V0A1",3
"1838","ATP6V0A2",3
"1839","ATP6V0B",3
"1841","ATP6V0D1",3
"1842","ATP6V0E1",3
"1845","ATP6V1A",3
"1847","ATP6V1B2",3
"1848","ATP6V1C1",3
"1850","ATP6V1D",3
"1851","ATP6V1E1",3
"1853","ATP6V1G1",3
"1856","ATP6V1H",3
"1857","ATP7A",3
"1858","ATP7B",3
"1859","ATP8A1",3
"1860","ATP8A2",3
"1862","ATP8B3",3
"1863","ATP9A",3
"1864","ATP9B",3
"1865","ATPAF2",3
"1866","ATR",3
"1868","ATRN",3
"1869","ATRNL1",3
"1870","ATRX",3
"1871","ATXN1",3
"1872","ATXN10",3
"1873","ATXN2",3
"1874","ATXN2L",3
"1875","ATXN3",3
"1876","ATXN7",3
"1877","ATXN7L1",3
"1878","ATXN7L3B",3
"1879","AUH",3
"1880","AURKA",3
"1881","AURKB",3
"1882","AURKC",3
"1883","AUTS2",3
"1885","AVIL",3
"1886","AVL9",3
"1887","AVP",3
"1888","AVPR1A",3
"1889","AVPR1B",3
"1890","AVPR2",3
"1891","AXIN1",3
"1892","AXL",3
"1895","AZIN1",3
"1896","AZU1",3
"1897","B2M",3
"1898","B3GALNT1",3
"1900","B3GALT2",3
"1901","B3GALT4",3
"1902","B3GALT5",3
"1904","B3GAT3",3
"1905","B3GNT3",3
"1906","B3GNTL1",3
"1908","B4GALT1",3
"1909","B4GALT2",3
"1910","B4GALT3",3
"1911","B4GALT4",3
"1912","B4GALT5",3
"1913","B4GALT6",3
"1914","B4GAT1",3
"1915","B9D1",3
"1916","BAAT",3
"1918","BACH1",3
"1919","BAD",3
"1920","BAG1",3
"1921","BAG2",3
"1922","BAG5",3
"1923","BAG6",3
"1925","BAHD1",3
"1926","BAIAP2",3
"1927","BAIAP3",3
"1931","BAMBI",3
"1935","BAP1",3
"1936","BARD1",3
"1937","BARX2",3
"1938","BASP1",3
"1939","BATF",3
"1940","BAX",3
"1941","BAZ1A",3
"1942","BAZ1B",3
"1943","BAZ2A",3
"1944","BAZ2B",3
"1945","BBC3",3
"1946","BBIP1",3
"1947","BBOX1",3
"1948","BBS4",3
"1949","BBS9",3
"1950","BBX",3
"1951","BCAM",3
"1954","BCAR3",3
"1955","BCAS1",3
"1956","BCAS2",3
"1957","BCAT1",3
"1958","BCAT2",3
"1959","BCHE",3
"1961","BCKDHB",3
"1962","BCKDK",3
"1963","BCL10",3
"1964","BCL11A",3
"1965","BCL2",3
"1966","BCL2A1",3
"1967","BCL2L1",3
"1968","BCL2L11",3
"1969","BCL2L2",3
"1970","BCL3",3
"1971","BCL6",3
"1972","BCL7A",3
"1973","BCL7B",3
"1974","BCL9",3
"1976","BCLAF1",3
"1984","BCS1L",3
"1985","BDH1",3
"1986","BDKRB2",3
"1987","BDNF",3
"1988","BEAN1",3
"1990","BEST1",3
"1991","BET1",3
"1992","BEX4",3
"1993","BFSP1",3
"1994","BFSP2",3
"1996","BGN",3
"1997","BHLHE40",3
"1998","BHMT",3
"1999","BICC1",3
"2000","BICD1",3
"2001","BICD2",3
"2002","BICDL1",3
"2004","BID",3
"2005","BIK",3
"2006","BIN1",3
"2007","BIRC2",3
"2008","BIRC3",3
"2009","BIRC5",3
"2011","BLCAP",3
"2012","BLK",3
"2014","BLMH",3
"2015","BLNK",3
"2018","BLVRA",3
"2019","BLVRB",3
"2023","BMP1",3
"2024","BMP10",3
"2025","BMP2",3
"2026","BMP2K",3
"2027","BMP3",3
"2028","BMP4",3
"2029","BMP5",3
"2030","BMP6",3
"2031","BMP7",3
"2032","BMP8A",3
"2034","BMPR1A",3
"2035","BMPR1B",3
"2036","BMPR2",3
"2037","BMS1",3
"2039","BMX",3
"2040","BNC1",3
"2041","BNIP1",3
"2042","BNIP2",3
"2044","BNIP3L",3
"2049","BOP1",3
"2050","BORA",3
"2052","BPGM",3
"2054","BPI",3
"2055","BPTF",3
"2060","BRAF",3
"2061","BRAP",3
"2062","BRCA1",3
"2063","BRCA2",3
"2064","BRD1",3
"2065","BRD2",3
"2066","BRD3",3
"2068","BRD4",3
"2070","BRD8",3
"2071","BRDT",3
"2073","BRF1",3
"2074","BRINP1",3
"2075","BRINP2",3
"2076","BRINP3",3
"2077","BRMS1",3
"2078","BRPF1",3
"2079","BRS3",3
"2080","BRSK2",3
"2081","BRWD1",3
"2083","BSG",3
"2084","BSN",3
"2085","BST1",3
"2086","BST2",3
"2087","BTAF1",3
"2088","BTBD2",3
"2089","BTBD3",3
"2091","BTC",3
"2092","BTD",3
"2103","BTG1",3
"2104","BTG2",3
"2105","BTG3",3
"2106","BTK",3
"2107","BTN1A1",3
"2108","BTN2A1",3
"2109","BTN2A2",3
"2110","BTN3A1",3
"2111","BTN3A2",3
"2112","BTN3A3",3
"2113","BTNL3",3
"2114","BTRC",3
"2115","BUB1",3
"2118","BUB3",3
"2129","BYSL",3
"2131","C11orf49",3
"2132","C11orf58",3
"2135","C12orf29",3
"2136","C12orf43",3
"2140","C14orf132",3
"2141","C15orf39",3
"2142","C16orf58",3
"2144","C17orf75",3
"2145","C18orf25",3
"2147","C19orf57",3
"2148","C1D",3
"2149","C1orf105",3
"2150","C1orf112",3
"2151","C1orf21",3
"2152","C1orf216",3
"2154","C1orf61",3
"2155","C1orf68",3
"2157","C1QB",3
"2158","C1QBP",3
"2159","C1QL1",3
"2161","C1R",3
"2162","C1S",3
"2163","C2",3
"2165","C22orf24",3
"2166","C22orf31",3
"2167","C2CD2",3
"2168","C2CD2L",3
"2169","C2CD3",3
"2170","C2CD5",3
"2174","C2orf72",3
"2175","C3AR1",3
"2178","C4BPA",3
"2179","C4BPB",3
"2181","C5",3
"2182","C5orf15",3
"2183","C5orf22",3
"2184","C6",3
"2185","C6orf120",3
"2188","C6orf62",3
"2189","C7",3
"2190","C8A",3
"2191","C8B",3
"2192","C8G",3
"2193","C9",3
"2194","C9orf16",3
"2195","CA1",3
"2196","CA11",3
"2197","CA12",3
"2198","CA2",3
"2199","CA3",3
"2200","CA4",3
"2203","CA5B",3
"2205","CA6",3
"2206","CA7",3
"2207","CA9",3
"2208","CABIN1",3
"2209","CABP1",3
"2210","CACNA1A",3
"2211","CACNA1B",3
"2212","CACNA1C",3
"2215","CACNA1D",3
"2216","CACNA1E",3
"2217","CACNA1F",3
"2218","CACNA1G",3
"2219","CACNA1H",3
"2220","CACNA1S",3
"2221","CACNA2D1",3
"2222","CACNA2D2",3
"2223","CACNB1",3
"2224","CACNB2",3
"2225","CACNB3",3
"2226","CACNB4",3
"2227","CACNG1",3
"2228","CACNG3",3
"2229","CACTIN",3
"2231","CACYBP",3
"2232","CAD",3
"2233","CADM1",3
"2235","CADM3-AS1",3
"2236","CADM4",3
"2237","CADPS",3
"2238","CALB1",3
"2239","CALB2",3
"2240","CALCA",3
"2241","CALCB",3
"2242","CALCOCO1",3
"2243","CALCOCO2",3
"2244","CALCR",3
"2245","CALCRL",3
"2246","CALD1",3
"2247","CALM1",3
"2248","CALM2",3
"2249","CALM3",3
"2250","CALML3",3
"2251","CALR",3
"2252","CALU",3
"2254","CAMK1G",3
"2255","CAMK2A",3
"2256","CAMK2B",3
"2257","CAMK2G",3
"2258","CAMK4",3
"2259","CAMKK2",3
"2260","CAMLG",3
"2261","CAMP",3
"2262","CAMSAP1",3
"2263","CAMSAP2",3
"2264","CAMTA1",3
"2266","CAND1",3
"2268","CANX",3
"2270","CAP2",3
"2272","CAPG",3
"2273","CAPN1",3
"2274","CAPN11",3
"2275","CAPN15",3
"2276","CAPN2",3
"2277","CAPN3",3
"2278","CAPN5",3
"2279","CAPN6",3
"2280","CAPN7",3
"2281","CAPN9",3
"2282","CAPNS1",3
"2283","CAPRIN1",3
"2285","CAPZA2",3
"2286","CAPZB",3
"2287","CARD10",3
"2289","CARD8",3
"2290","CARM1",3
"2293","CARTPT",3
"2296","CASC3",3
"2297","CASK",3
"2299","CASP1",3
"2300","CASP10",3
"2301","CASP2",3
"2302","CASP3",3
"2303","CASP4",3
"2304","CASP5",3
"2305","CASP6",3
"2306","CASP7",3
"2307","CASP8",3
"2308","CASP9",3
"2309","CASQ2",3
"2310","CASR",3
"2311","CAST",3
"2312","CAT",3
"2313","CAV1",3
"2314","CAV2",3
"2315","CAV3",3
"2317","CBARP",3
"2318","CBFA2T2",3
"2319","CBFA2T3",3
"2320","CBFB",3
"2321","CBL",3
"2322","CBLB",3
"2324","CBLN1",3
"2325","CBR1",3
"2328","CBR4",3
"2332","CBX2",3
"2333","CBX3",3
"2337","CBX4",3
"2338","CBX5",3
"2339","CBX6",3
"2340","CBX7",3
"2341","CBY1",3
"2342","CCDC106",3
"2343","CCDC130",3
"2347","CCDC181",3
"2348","CCDC22",3
"2349","CCDC28A",3
"2351","CCDC6",3
"2352","CCDC69",3
"2354","CCDC85B",3
"2357","CCDC9",3
"2358","CCDC92",3
"2359","CCDC93",3
"2360","CCHCR1",3
"2361","CCIN",3
"2362","CCK",3
"2363","CCKAR",3
"2364","CCKBR",3
"2365","CCL1",3
"2366","CCL11",3
"2367","CCL13",3
"2371","CCL16",3
"2372","CCL17",3
"2373","CCL18",3
"2374","CCL19",3
"2375","CCL2",3
"2376","CCL20",3
"2377","CCL21",3
"2378","CCL22",3
"2379","CCL23",3
"2380","CCL25",3
"2386","CCL5",3
"2387","CCL7",3
"2388","CCL8",3
"2395","CCNA1",3
"2396","CCNA2",3
"2397","CCNB1",3
"2401","CCND1",3
"2402","CCND2",3
"2403","CCND3",3
"2404","CCNE1",3
"2406","CCNF",3
"2407","CCNG1",3
"2409","CCNG2",3
"2410","CCNH",3
"2411","CCNI",3
"2412","CCNO",3
"2413","CCNT1",3
"2414","CCNT2",3
"2415","CCP110",3
"2416","CCPG1",3
"2417","CCR1",3
"2418","CCR2",3
"2419","CCR3",3
"2420","CCR4",3
"2421","CCR5",3
"2423","CCR7",3
"2424","CCR8",3
"2425","CCR9",3
"2426","CCRL2",3
"2427","CCS",3
"2428","CCSER2",3
"2429","CCT2",3
"2433","CCT6A",3
"2434","CCT6B",3
"2435","CCT7",3
"2441","CD14",3
"2442","CD151",3
"2444","CD163",3
"2445","CD164",3
"2446","CD180",3
"2447","CD19",3
"2448","CD1A",3
"2449","CD1B",3
"2450","CD1C",3
"2451","CD1D",3
"2452","CD1E",3
"2453","CD2",3
"2454","CD200",3
"2455","CD209",3
"2456","CD22",3
"2457","CD226",3
"2458","CD24",3
"2459","CD247",3
"2462","CD28",3
"2463","CD2AP",3
"2464","CD2BP2",3
"2465","CD300A",3
"2466","CD300C",3
"2468","CD33",3
"2469","CD34",3
"2470","CD36",3
"2471","CD37",3
"2472","CD38",3
"2473","CD3D",3
"2474","CD3E",3
"2476","CD3G",3
"2477","CD4",3
"2478","CD40",3
"2479","CD40LG",3
"2480","CD44",3
"2481","CD46",3
"2482","CD47",3
"2484","CD5",3
"2485","CD52",3
"2486","CD53",3
"2487","CD55",3
"2488","CD58",3
"2489","CD59",3
"2490","CD5L",3
"2491","CD6",3
"2492","CD63",3
"2493","CD69",3
"2494","CD7",3
"2495","CD70",3
"2496","CD72",3
"2497","CD74",3
"2498","CD79A",3
"2500","CD80",3
"2501","CD81",3
"2502","CD83",3
"2503","CD84",3
"2504","CD86",3
"2505","CD8A",3
"2506","CD8B",3
"2508","CD9",3
"2509","CD93",3
"2510","CD96",3
"2511","CD99",3
"2512","CDA",3
"2514","CDC14A",3
"2515","CDC14B",3
"2517","CDC16",3
"2520","CDC23",3
"2521","CDC25A",3
"2522","CDC25B",3
"2523","CDC25C",3
"2524","CDC27",3
"2527","CDC34",3
"2528","CDC37",3
"2529","CDC40",3
"2530","CDC42",3
"2531","CDC42BPA",3
"2532","CDC42EP1",3
"2534","CDC42EP3",3
"2535","CDC42EP4",3
"2541","CDC45",3
"2542","CDC5L",3
"2543","CDC6",3
"2544","CDC7",3
"2545","CDCA3",3
"2546","CDH1",3
"2547","CDH11",3
"2548","CDH12",3
"2550","CDH15",3
"2551","CDH16",3
"2552","CDH17",3
"2553","CDH18",3
"2554","CDH19",3
"2555","CDH2",3
"2556","CDH22",3
"2557","CDH3",3
"2558","CDH4",3
"2559","CDH5",3
"2560","CDH6",3
"2561","CDH8",3
"2562","CDHR1",3
"2564","CDIPT",3
"2565","CDK1",3
"2566","CDK10",3
"2569","CDK13",3
"2570","CDK14",3
"2571","CDK16",3
"2572","CDK17",3
"2573","CDK18",3
"2574","CDK19",3
"2575","CDK2",3
"2576","CDK20",3
"2577","CDK2AP1",3
"2583","CDK5R1",3
"2584","CDK5R2",3
"2585","CDK6",3
"2586","CDK7",3
"2587","CDK8",3
"2588","CDK9",3
"2589","CDKL1",3
"2590","CDKL2",3
"2591","CDKL5",3
"2592","CDKN1A",3
"2593","CDKN1B",3
"2594","CDKN1C",3
"2595","CDKN2A",3
"2596","CDKN2B",3
"2597","CDKN2C",3
"2598","CDKN2D",3
"2599","CDKN3",3
"2600","CDO1",3
"2601","CDON",3
"2602","CDR2",3
"2603","CDR2L",3
"2605","CDS1",3
"2606","CDS2",3
"2608","CDT1",3
"2609","CDV3",3
"2610","CDX1",3
"2611","CDX2",3
"2616","CDYL",3
"2617","CEACAM1",3
"2618","CEACAM21",3
"2619","CEACAM3",3
"2620","CEACAM4",3
"2621","CEACAM5",3
"2622","CEACAM6",3
"2623","CEACAM7",3
"2624","CEACAM8",3
"2626","CEBPB",3
"2627","CEBPD",3
"2628","CEBPE",3
"2629","CEBPG",3
"2633","CEL",3
"2635","CELA2B",3
"2638","CELF1",3
"2639","CELF2",3
"2640","CELF3",3
"2642","CELSR1",3
"2643","CELSR2",3
"2644","CELSR3",3
"2645","CEMIP",3
"2646","CENPA",3
"2647","CENPB",3
"2651","CENPE",3
"2652","CENPF",3
"2653","CENPI",3
"2654","CENPO",3
"2658","CEP104",3
"2660","CEP131",3
"2661","CEP135",3
"2663","CEP162",3
"2664","CEP164",3
"2667","CEP170B",3
"2668","CEP250",3
"2669","CEP290",3
"2671","CEP350",3
"2672","CEP57",3
"2673","CEP68",3
"2683","CES2",3
"2684","CETN1",3
"2685","CETN2",3
"2686","CETN3",3
"2687","CETP",3
"2688","CFAP20",3
"2690","CFB",3
"2691","CFD",3
"2692","CFDP1",3
"2693","CFH",3
"2695","CFHR2",3
"2701","CFLAR",3
"2704","CFTR",3
"2705","CGA",3
"2712","CGGBP1",3
"2713","CGREF1",3
"2714","CGRRF1",3
"2715","CH25H",3
"2717","CHAF1A",3
"2718","CHAF1B",3
"2719","CHD1",3
"2722","CHD3",3
"2723","CHD4",3
"2724","CHD5",3
"2725","CHD8",3
"2726","CHD9",3
"2727","CHEK1",3
"2731","CHERP",3
"2732","CHGA",3
"2733","CHGB",3
"2734","CHI3L1",3
"2735","CHI3L2",3
"2736","CHIT1",3
"2737","CHKA",3
"2740","CHL1",3
"2741","CHM",3
"2742","CHML",3
"2743","CHMP1A",3
"2744","CHMP2A",3
"2745","CHMP2B",3
"2746","CHMP7",3
"2747","CHN1",3
"2750","CHP2",3
