"","gene","Freq"
"1387","CALB1",3
"1388","CALB2",3
"1389","CALCA",3
"1391","CALCOCO1",3
"1392","CALCOCO2",3
"1393","CALCR",3
"1394","CALCRL",3
"1395","CALD1",3
"1396","CALHM2",3
"1397","CALM1",3
"1398","CALM2",3
"1399","CALM3",3
"1400","CALML3",3
"1403","CALR",3
"1404","CALU",3
"1408","CAMK1G",3
"1409","CAMK2A",3
"1410","CAMK2B",3
"1411","CAMK2G",3
"1412","CAMK2N1",3
"1414","CAMKK2",3
"1415","CAMKMT",3
"1416","CAMKV",3
"1417","CAMLG",3
"1418","CAMP",3
"1419","CAMSAP1",3
"1420","CAMSAP2",3
"1421","CAMTA1",3
"1423","CAND1",3
"1425","CANT1",3
"1426","CANX",3
"1428","CAP2",3
"1429","CAPG",3
"1430","CAPN1",3
"1431","CAPN10",3
"1432","CAPN11",3
"1433","CAPN15",3
"1434","CAPN2",3
"1435","CAPN3",3
"1436","CAPN5",3
"1438","CAPN7",3
"1439","CAPN9",3
"1440","CAPNS1",3
"1441","CAPRIN1",3
"1442","CAPRIN2",3
"1443","CAPZA2",3
"1444","CAPZB",3
"1445","CARD10",3
"1446","CARD14",3
"1447","CARD8",3
"1448","CARD9",3
"1451","CARM1",3
"1452","CARMIL1",3
"1454","CARS2",3
"1455","CARTPT",3
"1457","CASC3",3
"1458","CASD1",3
"1459","CASK",3
"1460","CASKIN2",3
"1461","CASP1",3
"1462","CASP10",3
"1463","CASP2",3
"1464","CASP3",3
"1465","CASP4",3
"1466","CASP5",3
"1467","CASP6",3
"1468","CASP7",3
"1469","CASP8",3
"1471","CASP9",3
"1473","CASQ2",3
"1474","CASR",3
"1476","CAST",3
"1478","CAT",3
"1480","CATSPERG",3
"1481","CAV1",3
"1482","CAV2",3
"1483","CAV3",3
"1485","CBFA2T2",3
"1487","CBFB",3
"1488","CBL",3
"1489","CBLB",3
"1490","CBLC",3
"1492","CBLN1",3
"1493","CBR1",3
"1495","CBR4",3
"1496","CBX2",3
"1497","CBX3",3
"1498","CBX4",3
"1499","CBX5",3
"1500","CBX6",3
"1501","CBX7",3
"1502","CBX8",3
"1503","CBY1",3
"1504","CC2D1A",3
"1506","CCDC106",3
"1507","CCDC121",3
"1508","CCDC130",3
"1509","CCDC134",3
"1510","CCDC15",3
"1511","CCDC170",3
"1512","CCDC177",3
"1513","CCDC181",3
"1514","CCDC186",3
"1515","CCDC22",3
"1517","CCDC28A",3
"1520","CCDC40",3
"1521","CCDC47",3
"1522","CCDC51",3
"1524","CCDC59",3
"1525","CCDC6",3
"1526","CCDC68",3
"1528","CCDC7",3
"1529","CCDC70",3
"1530","CCDC81",3
"1531","CCDC85B",3
"1534","CCDC87",3
"1535","CCDC88A",3
"1536","CCDC9",3
"1537","CCDC90B",3
"1538","CCDC91",3
"1539","CCDC92",3
"1540","CCDC93",3
"1542","CCHCR1",3
"1543","CCIN",3
"1544","CCK",3
"1545","CCKAR",3
"1546","CCKBR",3
"1547","CCL1",3
"1548","CCL11",3
"1549","CCL13",3
"1550","CCL16",3
"1551","CCL17",3
"1553","CCL19",3
"1554","CCL2",3
"1555","CCL20",3
"1556","CCL21",3
"1557","CCL22",3
"1559","CCL24",3
"1560","CCL25",3
"1563","CCL5",3
"1565","CCL8",3
"1566","CCNA1",3
"1567","CCNA2",3
"1568","CCNB1",3
"1572","CCND1",3
"1573","CCND2",3
"1574","CCND3",3
"1575","CCNE1",3
"1577","CCNF",3
"1578","CCNG1",3
"1579","CCNG2",3
"1580","CCNH",3
"1581","CCNI",3
"1582","CCNJ",3
"1583","CCNJL",3
"1585","CCNL1",3
"1586","CCNL2",3
"1587","CCNO",3
"1588","CCNT1",3
"1589","CCNT2",3
"1590","CCP110",3
"1591","CCPG1",3
"1592","CCR1",3
"1594","CCR2",3
"1596","CCR4",3
"1597","CCR5",3
"1599","CCR7",3
"1600","CCR8",3
"1602","CCRL2",3
"1603","CCS",3
"1604","CCSER2",3
"1605","CCT2",3
"1609","CCT6A",3
"1610","CCT6B",3
"1611","CCT7",3
"1615","CD14",3
"1616","CD151",3
"1618","CD163",3
"1619","CD164",3
"1621","CD180",3
"1622","CD19",3
"1623","CD1A",3
"1624","CD1B",3
"1625","CD1C",3
"1628","CD2",3
"1629","CD200",3
"1630","CD207",3
"1631","CD209",3
"1632","CD22",3
"1635","CD244",3
"1636","CD247",3
"1637","CD248",3
"1640","CD2AP",3
"1641","CD2BP2",3
"1642","CD300A",3
"1643","CD300C",3
"1644","CD320",3
"1645","CD33",3
"1646","CD34",3
"1648","CD37",3
"1649","CD38",3
