"","gene","Freq"
"1543","AP2M1",7
"1544","AP2S1",7
"1545","AP3B1",7
"1547","AP3D1",7
"1548","AP3M2",7
"1551","AP4E1",7
"1552","AP4M1",7
"1553","AP4S1",7
"1554","APBA1",7
"1555","APBA2",7
"1556","APBA3",7
"1557","APBB1",7
"1558","APBB2",7
"1559","APBB3",7
"1560","APC",7
"1561","APC2",7
"1563","APEX1",7
"1564","APEX2",7
"1565","API5",7
"1566","APLNR",7
"1567","APLP1",7
"1568","APLP2",7
"1571","APOB",7
"1579","APOBEC3G",7
"1583","APOC3",7
"1586","APOD",7
"1587","APOE",7
"1589","APOH",7
"1590","APOL1",7
"1592","APOOL",7
"1593","APP",7
"1594","APPBP2",7
"1595","APRT",7
"1596","APTX",7
"1597","AQP1",7
"1599","AQP3",7
"1601","AQP5",7
"1602","AQP6",7
"1609","AQP9",7
"1610","AQR",7
"1611","AR",7
"1612","ARAF",7
"1615","ARAP2",7
"1616","ARC",7
"1617","ARCN1",7
"1619","AREL1",7
"1620","ARF1",7
"1621","ARF3",7
"1622","ARF4",7
"1624","ARF6",7
"1625","ARFGAP2",7
"1626","ARFGAP3",7
"1627","ARFGEF1",7
"1628","ARFGEF2",7
"1629","ARFIP1",7
"1630","ARFIP2",7
"1631","ARFRP1",7
"1634","ARHGAP1",7
"1636","ARHGAP12",7
"1637","ARHGAP19",7
"1638","ARHGAP22",7
"1639","ARHGAP25",7
"1640","ARHGAP26",7
"1642","ARHGAP29",7
"1643","ARHGAP32",7
"1644","ARHGAP33",7
"1645","ARHGAP35",7
"1646","ARHGAP4",7
"1647","ARHGAP44",7
"1650","ARHGAP6",7
"1652","ARHGDIA",7
"1653","ARHGDIB",7
"1654","ARHGEF1",7
"1655","ARHGEF10",7
"1656","ARHGEF11",7
"1657","ARHGEF12",7
"1658","ARHGEF15",7
"1659","ARHGEF16",7
"1660","ARHGEF17",7
"1661","ARHGEF18",7
"1662","ARHGEF2",7
"1663","ARHGEF4",7
"1664","ARHGEF5",7
"1665","ARHGEF6",7
"1666","ARHGEF7",7
"1667","ARHGEF9",7
"1668","ARID1A",7
"1669","ARID3A",7
"1670","ARID4A",7
"1671","ARID4B",7
"1672","ARID5A",7
"1673","ARID5B",7
"1674","ARIH1",7
"1675","ARIH2",7
"1676","ARL1",7
"1680","ARL3",7
"1684","ARL4C",7
"1685","ARL4D",7
"1686","ARL6IP1",7
"1687","ARL6IP5",7
"1688","ARL8B",7
"1689","ARMC6",7
"1690","ARMC8",7
"1691","ARMCX2",7
"1695","ARNT",7
"1696","ARNT2",7
"1697","ARNTL",7
"1700","ARPC2",7
"1703","ARPC4",7
"1705","ARPC5",7
"1707","ARPP19",7
"1708","ARR3",7
"1709","ARRB2",7
"1710","ARSA",7
"1711","ARSB",7
"1712","ARSD",7
"1720","ART4",7
"1721","ARTN",7
"1722","ARVCF",7
"1723","ASAH1",7
"1725","ASB1",7
"1727","ASB9",7
"1728","ASCC2",7
"1729","ASCC3",7
"1732","ASF1A",7
"1734","ASGR2",7
"1735","ASH2L",7
"1736","ASIC1",7
"1737","ASIC2",7
"1738","ASIC3",7
"1745","ASPA",7
"1746","ASPH",7
"1748","ASRGL1",7
"1756","ASTN2",7
"1757","ASXL1",7
"1758","ASXL3",7
"1759","ATAD2B",7
"1760","ATF1",7
"1761","ATF2",7
"1762","ATF3",7
"1767","ATF5",7
"1768","ATF6",7
"1769","ATF6B",7
"1773","ATG12",7
"1774","ATG13",7
"1775","ATG14",7
"1776","ATG2A",7
"1777","ATG4A",7
"1778","ATG4B",7
"1779","ATG5",7
"1780","ATG7",7
"1783","ATIC",7
"1784","ATM",7
"1785","ATMIN",7
"1786","ATN1",7
"1787","ATOX1",7
"1788","ATP10A",7
"1790","ATP10D",7
"1791","ATP11A",7
"1793","ATP12A",7
"1794","ATP13A3",7
"1795","ATP1A1",7
"1798","ATP1B1",7
"1799","ATP1B2",7
"1800","ATP1B3",7
"1801","ATP2A1",7
"1802","ATP2A2",7
"1803","ATP2A3",7
"1804","ATP2B1",7
"1805","ATP2B2",7
"1806","ATP2B3",7
"1807","ATP2B4",7
"1808","ATP2C1",7
"1809","ATP2C2",7
"1835","ATP6AP1",7
"1836","ATP6AP2",7
"1837","ATP6V0A1",7
"1838","ATP6V0A2",7
"1839","ATP6V0B",7
"1841","ATP6V0D1",7
"1842","ATP6V0E1",7
"1845","ATP6V1A",7
"1847","ATP6V1B2",7
"1848","ATP6V1C1",7
"1850","ATP6V1D",7
"1851","ATP6V1E1",7
"1853","ATP6V1G1",7
"1856","ATP6V1H",7
"1857","ATP7A",7
"1858","ATP7B",7
"1859","ATP8A1",7
"1860","ATP8A2",7
"1863","ATP9A",7
"1864","ATP9B",7
"1865","ATPAF2",7
"1866","ATR",7
"1868","ATRN",7
"1870","ATRX",7
"1871","ATXN1",7
"1872","ATXN10",7
"1873","ATXN2",7
"1874","ATXN2L",7
"1875","ATXN3",7
"1876","ATXN7",7
"1877","ATXN7L1",7
"1878","ATXN7L3B",7
"1879","AUH",7
"1880","AURKA",7
"1882","AURKC",7
"1883","AUTS2",7
"1885","AVIL",7
"1886","AVL9",7
"1888","AVPR1A",7
"1889","AVPR1B",7
"1890","AVPR2",7
"1891","AXIN1",7
"1892","AXL",7
"1895","AZIN1",7
"1897","B2M",7
"1898","B3GALNT1",7
"1904","B3GAT3",7
"1905","B3GNT3",7
"1906","B3GNTL1",7
"1908","B4GALT1",7
"1909","B4GALT2",7
"1910","B4GALT3",7
"1911","B4GALT4",7
"1912","B4GALT5",7
"1913","B4GALT6",7
"1914","B4GAT1",7
"1915","B9D1",7
"1918","BACH1",7
"1919","BAD",7
"1920","BAG1",7
"1921","BAG2",7
"1922","BAG5",7
"1925","BAHD1",7
"1926","BAIAP2",7
"1927","BAIAP3",7
"1931","BAMBI",7
"1935","BAP1",7
"1936","BARD1",7
"1937","BARX2",7
"1938","BASP1",7
"1939","BATF",7
"1940","BAX",7
"1941","BAZ1A",7
"1942","BAZ1B",7
"1943","BAZ2A",7
"1944","BAZ2B",7
"1945","BBC3",7
"1946","BBIP1",7
"1947","BBOX1",7
"1948","BBS4",7
"1949","BBS9",7
"1950","BBX",7
"1951","BCAM",7
"1954","BCAR3",7
"1955","BCAS1",7
"1956","BCAS2",7
"1957","BCAT1",7
"1958","BCAT2",7
"1959","BCHE",7
"1961","BCKDHB",7
"1962","BCKDK",7
"1963","BCL10",7
"1964","BCL11A",7
"1965","BCL2",7
"1967","BCL2L1",7
"1968","BCL2L11",7
"1969","BCL2L2",7
"1970","BCL3",7
"1971","BCL6",7
"1972","BCL7A",7
"1973","BCL7B",7
"1974","BCL9",7
"1976","BCLAF1",7
"1984","BCS1L",7
"1985","BDH1",7
"1986","BDKRB2",7
"1990","BEST1",7
"1991","BET1",7
"1992","BEX4",7
"1996","BGN",7
"1997","BHLHE40",7
"1998","BHMT",7
"1999","BICC1",7
"2000","BICD1",7
"2001","BICD2",7
"2002","BICDL1",7
"2004","BID",7
"2005","BIK",7
"2006","BIN1",7
"2007","BIRC2",7
"2008","BIRC3",7
"2009","BIRC5",7
"2011","BLCAP",7
"2014","BLMH",7
"2015","BLNK",7
"2018","BLVRA",7
"2019","BLVRB",7
"2023","BMP1",7
"2025","BMP2",7
"2026","BMP2K",7
"2028","BMP4",7
"2029","BMP5",7
"2030","BMP6",7
"2031","BMP7",7
"2032","BMP8A",7
"2034","BMPR1A",7
"2035","BMPR1B",7
"2036","BMPR2",7
"2037","BMS1",7
"2039","BMX",7
"2041","BNIP1",7
"2042","BNIP2",7
"2044","BNIP3L",7
"2050","BORA",7
"2052","BPGM",7
"2054","BPI",7
"2055","BPTF",7
"2060","BRAF",7
"2061","BRAP",7
"2062","BRCA1",7
"2064","BRD1",7
"2065","BRD2",7
"2066","BRD3",7
"2068","BRD4",7
"2070","BRD8",7
"2073","BRF1",7
"2074","BRINP1",7
"2077","BRMS1",7
"2078","BRPF1",7
"2083","BSG",7
"2084","BSN",7
"2085","BST1",7
"2086","BST2",7
"2087","BTAF1",7
"2088","BTBD2",7
"2089","BTBD3",7
"2092","BTD",7
"2103","BTG1",7
"2104","BTG2",7
"2105","BTG3",7
"2106","BTK",7
"2108","BTN2A1",7
"2109","BTN2A2",7
"2110","BTN3A1",7
"2111","BTN3A2",7
"2112","BTN3A3",7
"2114","BTRC",7
"2118","BUB3",7
"2129","BYSL",7
"2131","C11orf49",7
"2132","C11orf58",7
"2135","C12orf29",7
"2136","C12orf43",7
"2141","C15orf39",7
"2142","C16orf58",7
"2144","C17orf75",7
"2145","C18orf25",7
"2147","C19orf57",7
"2148","C1D",7
"2151","C1orf21",7
"2152","C1orf216",7
"2157","C1QB",7
"2158","C1QBP",7
"2159","C1QL1",7
"2161","C1R",7
"2162","C1S",7
"2167","C2CD2",7
"2168","C2CD2L",7
"2169","C2CD3",7
"2170","C2CD5",7
"2174","C2orf72",7
"2175","C3AR1",7
"2181","C5",7
"2182","C5orf15",7
"2183","C5orf22",7
"2184","C6",7
"2185","C6orf120",7
"2188","C6orf62",7
"2189","C7",7
"2192","C8G",7
"2194","C9orf16",7
"2195","CA1",7
"2196","CA11",7
"2197","CA12",7
"2198","CA2",7
"2200","CA4",7
"2203","CA5B",7
"2208","CABIN1",7
"2209","CABP1",7
"2210","CACNA1A",7
"2212","CACNA1C",7
"2215","CACNA1D",7
"2216","CACNA1E",7
"2219","CACNA1H",7
"2220","CACNA1S",7
"2221","CACNA2D1",7
"2222","CACNA2D2",7
"2223","CACNB1",7
"2224","CACNB2",7
"2225","CACNB3",7
"2226","CACNB4",7
"2229","CACTIN",7
"2231","CACYBP",7
"2232","CAD",7
"2233","CADM1",7
"2235","CADM3-AS1",7
"2236","CADM4",7
"2238","CALB1",7
"2240","CALCA",7
"2242","CALCOCO1",7
"2243","CALCOCO2",7
"2244","CALCR",7
"2245","CALCRL",7
"2246","CALD1",7
"2247","CALM1",7
"2248","CALM2",7
"2249","CALM3",7
"2250","CALML3",7
"2251","CALR",7
"2252","CALU",7
"2254","CAMK1G",7
"2255","CAMK2A",7
"2256","CAMK2B",7
"2257","CAMK2G",7
"2259","CAMKK2",7
"2260","CAMLG",7
"2262","CAMSAP1",7
"2263","CAMSAP2",7
"2264","CAMTA1",7
"2266","CAND1",7
"2268","CANX",7
"2270","CAP2",7
"2272","CAPG",7
"2273","CAPN1",7
"2275","CAPN15",7
"2276","CAPN2",7
"2277","CAPN3",7
"2278","CAPN5",7
"2280","CAPN7",7
"2282","CAPNS1",7
"2283","CAPRIN1",7
"2285","CAPZA2",7
"2286","CAPZB",7
"2287","CARD10",7
"2289","CARD8",7
"2290","CARM1",7
"2296","CASC3",7
"2297","CASK",7
"2299","CASP1",7
"2300","CASP10",7
"2301","CASP2",7
"2302","CASP3",7
"2303","CASP4",7
"2305","CASP6",7
"2306","CASP7",7
"2307","CASP8",7
"2308","CASP9",7
"2309","CASQ2",7
"2310","CASR",7
"2311","CAST",7
"2312","CAT",7
"2313","CAV1",7
"2314","CAV2",7
"2318","CBFA2T2",7
"2320","CBFB",7
"2321","CBL",7
"2322","CBLB",7
"2325","CBR1",7
"2328","CBR4",7
"2332","CBX2",7
"2333","CBX3",7
"2337","CBX4",7
"2338","CBX5",7
"2339","CBX6",7
"2340","CBX7",7
"2341","CBY1",7
"2342","CCDC106",7
"2343","CCDC130",7
"2347","CCDC181",7
"2348","CCDC22",7
"2349","CCDC28A",7
"2351","CCDC6",7
"2354","CCDC85B",7
"2357","CCDC9",7
"2358","CCDC92",7
"2359","CCDC93",7
"2360","CCHCR1",7
"2366","CCL11",7
"2367","CCL13",7
"2372","CCL17",7
"2374","CCL19",7
"2375","CCL2",7
"2376","CCL20",7
"2377","CCL21",7
"2378","CCL22",7
"2386","CCL5",7
"2388","CCL8",7
"2396","CCNA2",7
"2397","CCNB1",7
"2401","CCND1",7
"2402","CCND2",7
"2403","CCND3",7
"2406","CCNF",7
"2407","CCNG1",7
"2409","CCNG2",7
"2410","CCNH",7
"2411","CCNI",7
"2412","CCNO",7
"2413","CCNT1",7
"2414","CCNT2",7
"2415","CCP110",7
"2416","CCPG1",7
"2417","CCR1",7
"2418","CCR2",7
"2420","CCR4",7
"2421","CCR5",7
"2423","CCR7",7
"2426","CCRL2",7
"2427","CCS",7
"2428","CCSER2",7
"2429","CCT2",7
"2433","CCT6A",7
"2434","CCT6B",7
"2435","CCT7",7
"2441","CD14",7
"2442","CD151",7
"2444","CD163",7
"2445","CD164",7
"2446","CD180",7
"2447","CD19",7
"2450","CD1C",7
"2453","CD2",7
"2454","CD200",7
"2455","CD209",7
"2456","CD22",7
"2459","CD247",7
"2463","CD2AP",7
"2464","CD2BP2",7
"2465","CD300A",7
"2466","CD300C",7
"2468","CD33",7
"2469","CD34",7
"2471","CD37",7
"2472","CD38",7
"2473","CD3D",7
"2474","CD3E",7
"2476","CD3G",7
"2477","CD4",7
"2478","CD40",7
"2479","CD40LG",7
"2480","CD44",7
"2481","CD46",7
"2482","CD47",7
"2484","CD5",7
"2485","CD52",7
"2486","CD53",7
"2487","CD55",7
"2488","CD58",7
"2489","CD59",7
"2490","CD5L",7
"2491","CD6",7
"2492","CD63",7
"2494","CD7",7
"2495","CD70",7
"2496","CD72",7
"2497","CD74",7
"2498","CD79A",7
"2500","CD80",7
"2501","CD81",7
"2502","CD83",7
"2503","CD84",7
"2504","CD86",7
"2505","CD8A",7
"2508","CD9",7
"2509","CD93",7
"2512","CDA",7
"2515","CDC14B",7
"2517","CDC16",7
"2520","CDC23",7
"2521","CDC25A",7
"2522","CDC25B",7
"2524","CDC27",7
"2527","CDC34",7
"2528","CDC37",7
"2529","CDC40",7
"2530","CDC42",7
"2531","CDC42BPA",7
"2532","CDC42EP1",7
"2534","CDC42EP3",7
"2535","CDC42EP4",7
"2542","CDC5L",7
"2544","CDC7",7
"2545","CDCA3",7
"2546","CDH1",7
"2547","CDH11",7
"2550","CDH15",7
"2551","CDH16",7
"2555","CDH2",7
"2556","CDH22",7
"2557","CDH3",7
"2558","CDH4",7
"2559","CDH5",7
"2560","CDH6",7
"2562","CDHR1",7
"2564","CDIPT",7
"2565","CDK1",7
"2566","CDK10",7
"2569","CDK13",7
"2570","CDK14",7
"2571","CDK16",7
"2572","CDK17",7
"2573","CDK18",7
"2574","CDK19",7
"2575","CDK2",7
"2576","CDK20",7
"2577","CDK2AP1",7
"2585","CDK6",7
"2586","CDK7",7
"2587","CDK8",7
"2588","CDK9",7
"2589","CDKL1",7
"2590","CDKL2",7
"2591","CDKL5",7
"2592","CDKN1A",7
"2593","CDKN1B",7
"2594","CDKN1C",7
"2597","CDKN2C",7
"2598","CDKN2D",7
"2600","CDO1",7
"2601","CDON",7
"2602","CDR2",7
"2603","CDR2L",7
"2605","CDS1",7
"2606","CDS2",7
"2609","CDV3",7
"2616","CDYL",7
"2617","CEACAM1",7
"2618","CEACAM21",7
"2619","CEACAM3",7
"2620","CEACAM4",7
"2626","CEBPB",7
"2627","CEBPD",7
"2629","CEBPG",7
"2633","CEL",7
"2638","CELF1",7
"2639","CELF2",7
"2640","CELF3",7
"2642","CELSR1",7
"2643","CELSR2",7
"2644","CELSR3",7
"2645","CEMIP",7
"2647","CENPB",7
"2654","CENPO",7
"2658","CEP104",7
"2660","CEP131",7
"2661","CEP135",7
"2663","CEP162",7
"2664","CEP164",7
"2667","CEP170B",7
"2668","CEP250",7
"2671","CEP350",7
"2672","CEP57",7
"2673","CEP68",7
"2683","CES2",7
"2685","CETN2",7
"2686","CETN3",7
"2687","CETP",7
"2688","CFAP20",7
"2690","CFB",7
"2691","CFD",7
"2692","CFDP1",7
"2693","CFH",7
"2701","CFLAR",7
"2704","CFTR",7
"2712","CGGBP1",7
"2713","CGREF1",7
"2714","CGRRF1",7
"2717","CHAF1A",7
"2718","CHAF1B",7
"2719","CHD1",7
"2722","CHD3",7
"2723","CHD4",7
"2724","CHD5",7
"2725","CHD8",7
"2726","CHD9",7
"2731","CHERP",7
"2732","CHGA",7
"2733","CHGB",7
"2734","CHI3L1",7
"2735","CHI3L2",7
"2736","CHIT1",7
"2737","CHKA",7
"2740","CHL1",7
"2741","CHM",7
"2743","CHMP1A",7
"2744","CHMP2A",7
"2745","CHMP2B",7
"2746","CHMP7",7
"2747","CHN1",7
"2750","CHP2",7
"2751","CHPF",7
"2752","CHRD",7
"2753","CHRDL1",7
"2755","CHRM3",7
"2759","CHRNA4",7
"2763","CHRNB1",7
"2764","CHRNB2",7
"2768","CHRNE",7
"2770","CHST1",7
"2771","CHST10",7
"2772","CHST15",7
"2773","CHST2",7
"2774","CHST3",7
"2775","CHST7",7
"2776","CHSY1",7
"2777","CHTOP",7
"2778","CHUK",7
"2780","CIAO1",7
"2781","CIAPIN1",7
"2782","CIB1",7
"2783","CIB2",7
"2784","CIC",7
"2787","CILP",7
"2788","CIR1",7
"2789","CIRBP",7
"2791","CIT",7
"2793","CITED2",7
"2794","CIZ1",7
"2795","CKAP4",7
"2796","CKAP5",7
"2797","CKB",7
"2798","CKM",7
"2801","CKMT2",7
"2805","CLASP1",7
"2806","CLASP2",7
"2807","CLASRP",7
"2809","CLC",7
"2812","CLCC1",7
"2815","CLCN3",7
"2817","CLCN4",7
"2818","CLCN5",7
"2819","CLCN6",7
"2820","CLCN7",7
"2823","CLDN10",7
"2825","CLDN18",7
"2826","CLDN3",7
"2827","CLDN4",7
"2828","CLDN5",7
"2829","CLDN7",7
"2830","CLDN8",7
"2832","CLDND1",7
"2833","CLEC10A",7
"2834","CLEC11A",7
"2835","CLEC16A",7
"2836","CLEC2B",7
"2842","CLIC2",7
"2843","CLIC4",7
"2844","CLIC5",7
"2845","CLINT1",7
"2846","CLIP1",7
"2847","CLIP2",7
"2848","CLIP3",7
"2849","CLK1",7
"2853","CLMN",7
"2857","CLOCK",7
"2858","CLP1",7
"2859","CLPP",7
"2861","CLPTM1",7
"2862","CLPX",7
"2864","CLSTN3",7
"2865","CLTA",7
"2866","CLTB",7
"2867","CLTC",7
"2868","CLTCL1",7
"2869","CLU",7
"2870","CLUAP1",7
"2871","CLUH",7
"2876","CMKLR1",7
"2877","CMTR1",7
"2878","CNBP",7
"2879","CNGA1",7
"2882","CNIH1",7
"2884","CNKSR1",7
"2887","CNN1",7
"2888","CNN3",7
"2889","CNNM2",7
"2890","CNOT1",7
"2891","CNOT2",7
"2893","CNOT4",7
"2894","CNOT8",7
"2895","CNOT9",7
"2896","CNP",7
"2897","CNPPD1",7
"2899","CNPY3",7
"2901","CNR2",7
"2904","CNTFR",7
"2905","CNTN1",7
"2906","CNTN2",7
"2910","CNTRL",7
"2911","COA1",7
"2912","COASY",7
"2913","COBL",7
"2914","COBLL1",7
"2917","COG4",7
"2918","COG5",7
"2919","COIL",7
"2920","COL10A1",7
"2923","COL13A1",7
"2924","COL14A1",7
"2925","COL15A1",7
"2926","COL16A1",7
"2927","COL17A1",7
"2929","COL19A1",7
"2930","COL1A1",7
"2931","COL1A2",7
"2934","COL3A1",7
"2935","COL4A1",7
"2936","COL4A2",7
"2937","COL4A3",7
"2938","COL4A4",7
"2939","COL4A5",7
"2940","COL4A6",7
"2941","COL5A2",7
"2942","COL6A1",7
"2943","COL6A2",7
"2944","COL6A3",7
"2945","COL7A1",7
"2948","COL9A2",7
"2950","COLEC10",7
"2951","COLGALT2",7
"2953","COMMD4",7
"2955","COMT",7
"2956","COPA",7
"2957","COPB1",7
"2958","COPB2",7
"2959","COPE",7
"2961","COPS2",7
"2962","COPS3",7
"2965","COPS6",7
"2966","COPS7A",7
"2967","COPS8",7
"2968","COQ2",7
"2969","COQ7",7
"2970","COQ9",7
"2972","CORO1B",7
"2973","CORO2A",7
"2974","CORO2B",7
"2976","COX10",7
"2977","COX11",7
"2981","COX4I1",7
"2983","COX5B",7
"2987","COX6B1",7
"2988","COX6C",7
"2989","COX7A1",7
"2990","COX7A2",7
"2993","COX7B",7
"2995","COX7C",7
"3001","CPA3",7
"3004","CPD",7
"3005","CPE",7
"3006","CPEB3",7
"3007","CPED1",7
"3009","CPM",7
"3011","CPN2",7
"3012","CPNE1",7
"3013","CPNE3",7
"3014","CPNE6",7
"3015","CPOX",7
"3016","CPQ",7
"3017","CPS1",7
"3019","CPSF4",7
"3020","CPSF6",7
"3021","CPT1A",7
"3023","CPVL",7
"3026","CR2",7
"3032","CRABP2",7
"3033","CRADD",7
"3034","CRAT",7
"3035","CRCP",7
"3036","CREB1",7
"3037","CREB3",7
"3038","CREB3L1",7
"3039","CREB3L2",7
"3040","CREB5",7
"3041","CREBBP",7
"3042","CREBL2",7
"3043","CREBZF",7
"3044","CREG1",7
"3046","CREM",7
"3048","CRHBP",7
"3051","CRIM1",7
"3053","CRIP2",7
"3057","CRISPLD2",7
"3058","CRK",7
"3059","CRKL",7
"3060","CRLF1",7
"3061","CRLF3",7
"3062","CRMP1",7
"3063","CROCC",7
"3064","CROT",7
"3067","CRTAP",7
"3068","CRTC1",7
"3070","CRY1",7
"3071","CRY2",7
"3074","CRYAB",7
"3080","CRYBB3",7
"3088","CRYM",7
"3089","CRYZ",7
"3091","CSDC2",7
"3092","CSE1L",7
"3093","CSF1",7
"3094","CSF1R",7
